PlayerID,Age,Gender,Location,GameGenre,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel
34375,17,Female,Europe,Action,4.7992,1,Hard,18,137,93,44,High
27414,30,Male,Other,Strategy,17.9379,0,Medium,8,56,19,45,Medium
36528,22,Male,Europe,Sports,1.3017,0,Medium,5,78,20,28,Medium
40057,21,Female,USA,RPG,1.0311,0,Medium,8,114,72,49,Medium
20541,40,Female,USA,Simulation,22.708,0,Easy,4,135,44,11,Medium
13185,24,Male,USA,Action,17.1128,1,Easy,12,71,4,30,Medium
31491,35,Male,Europe,RPG,0.3846,0,Easy,18,171,29,34,High
25500,24,Male,USA,RPG,18.824,0,Medium,18,36,60,35,Medium
22803,47,Male,USA,Action,3.2166,0,Easy,17,140,26,27,High
38872,35,Female,Europe,Simulation,16.2219,0,Medium,12,136,51,37,High
10378,49,Male,USA,Strategy,4.3586,0,Easy,5,86,1,6,Medium
17432,23,Female,USA,RPG,5.91,1,Easy,16,111,92,41,High
27470,40,Male,USA,RPG,2.0538,0,Hard,8,153,52,31,Medium
44731,37,Male,Europe,Simulation,22.9155,0,Easy,12,136,59,41,High
32522,43,Male,Asia,Simulation,17.7491,0,Medium,1,162,18,34,Low
28889,18,Female,Asia,RPG,23.0974,0,Easy,9,153,55,22,High
29584,16,Female,Europe,Strategy,7.6108,0,Easy,6,173,13,21,Medium
19720,33,Male,USA,Strategy,8.7137,1,Easy,0,115,67,5,Low
46081,17,Male,Europe,Simulation,19.5199,0,Medium,11,174,97,19,High
48806,39,Male,Asia,Strategy,10.8136,0,Medium,1,131,79,49,Medium
30379,30,Male,Europe,RPG,13.6321,0,Easy,3,51,54,43,Medium
35061,35,Male,Europe,Strategy,1.8607,0,Hard,4,143,94,3,Medium
16496,48,Female,USA,Strategy,8.4665,0,Easy,19,103,94,27,High
31033,37,Female,Europe,Sports,0.7711,1,Medium,11,115,77,24,Medium
18156,31,Female,Europe,Sports,10.2297,0,Medium,11,156,27,44,High
33632,30,Male,Asia,RPG,10.3263,1,Easy,3,35,42,11,Low
42671,40,Male,Asia,RPG,20.4602,0,Hard,4,65,7,47,Low
18632,40,Male,USA,Strategy,3.9923,0,Medium,8,35,95,31,Medium
31736,44,Male,Europe,Strategy,6.6193,0,Medium,13,99,10,25,Medium
41246,17,Female,Other,Simulation,18.0143,0,Medium,17,16,95,8,Medium
20975,25,Male,USA,Strategy,16.84,0,Medium,9,102,27,48,Medium
23080,40,Male,Asia,Sports,8.4435,1,Hard,17,16,27,41,Low
9042,19,Female,Other,Action,8.7026,0,Medium,5,178,87,15,Medium
38573,22,Female,Europe,Strategy,8.7783,0,Easy,7,139,71,5,Medium
12592,43,Male,Europe,Action,9.4682,0,Medium,15,51,58,28,High
24340,47,Female,Asia,Simulation,7.7523,0,Hard,11,134,97,31,High
15218,33,Female,Asia,RPG,17.9174,0,Easy,6,72,12,9,Medium
31490,24,Male,Asia,Simulation,17.5677,1,Easy,11,113,34,22,Medium
47433,42,Male,Europe,Simulation,16.6464,0,Easy,15,118,37,45,High
12800,37,Male,Other,Action,21.7817,0,Easy,1,179,80,30,Low
21546,41,Female,Europe,RPG,11.0768,0,Medium,4,138,52,15,Medium
19853,38,Male,Europe,RPG,11.4223,0,Easy,11,116,58,11,Medium
31673,42,Female,Asia,Strategy,15.6546,1,Easy,7,115,62,49,Medium
19608,48,Female,USA,Strategy,5.9603,0,Easy,6,133,62,9,Medium
28625,26,Male,Asia,Strategy,15.9412,0,Easy,17,96,30,40,High
41245,33,Male,Europe,Simulation,23.6013,0,Easy,14,121,97,39,High
41486,44,Male,USA,RPG,22.3026,0,Easy,17,117,7,20,High
18527,27,Male,Asia,Simulation,4.7631,0,Medium,0,32,1,17,Low
43947,40,Male,Asia,Strategy,14.2563,1,Medium,9,81,39,31,Medium
46824,45,Male,Europe,Simulation,21.817,1,Hard,18,11,49,13,Low
45940,41,Male,USA,Action,14.0059,0,Easy,17,27,26,32,Medium
34748,39,Female,USA,RPG,20.2223,1,Easy,14,102,76,19,Low
47748,36,Male,Asia,Action,3.6608,1,Easy,3,168,88,34,Medium
10021,34,Female,USA,RPG,19.9627,0,Easy,3,101,8,19,Low
13692,38,Male,Europe,RPG,20.2382,1,Easy,19,160,77,20,High
43198,45,Male,USA,Sports,23.9041,0,Medium,8,54,29,0,Medium
10459,23,Male,Europe,RPG,7.5821,0,Easy,18,157,12,45,High
37465,24,Female,Europe,Simulation,8.4356,0,Easy,1,167,28,11,Low
47097,36,Female,Other,Simulation,21.6473,0,Easy,17,136,49,40,High
18582,35,Female,Europe,Action,5.3866,0,Easy,12,150,54,2,High
44527,18,Male,USA,RPG,16.0983,0,Easy,17,138,3,26,High
14294,46,Male,Europe,Action,21.5748,0,Medium,3,154,15,43,Medium
41447,39,Male,USA,Action,8.1626,0,Easy,9,113,36,30,Medium
42025,23,Female,USA,Action,20.7325,1,Medium,3,117,82,40,Medium
36955,28,Male,USA,Simulation,13.3657,0,Easy,1,38,51,17,Low
19291,41,Male,USA,RPG,13.2876,0,Medium,11,146,79,22,High
12102,18,Male,USA,RPG,23.7148,0,Medium,11,94,42,41,Medium
28798,43,Male,Europe,RPG,20.0248,0,Easy,7,146,45,16,Medium
42808,47,Male,Asia,RPG,19.6188,0,Hard,3,127,7,11,Medium
16136,45,Male,USA,Strategy,18.1225,0,Medium,11,23,48,46,Medium
37069,23,Female,Europe,Sports,6.5233,0,Easy,0,95,17,2,Low
32002,35,Female,Asia,RPG,11.8191,0,Easy,10,128,44,37,Medium
19917,36,Male,USA,Action,7.7274,0,Hard,1,114,19,19,Low
28367,30,Male,Europe,RPG,11.3291,0,Easy,2,55,72,6,Low
37701,33,Male,USA,Sports,11.6822,0,Hard,18,31,93,2,Medium
30707,24,Female,USA,Action,16.497,0,Medium,1,11,88,21,Low
24655,44,Female,USA,Action,22.2152,0,Medium,5,156,75,12,Medium
40406,40,Male,Europe,RPG,0.8546,0,Easy,12,126,94,42,High
44386,42,Male,USA,Sports,14.8525,0,Easy,11,135,23,49,High
31068,29,Female,USA,Sports,23.3422,1,Medium,12,175,2,3,High
19245,38,Female,Europe,RPG,20.7981,0,Easy,10,83,22,18,Medium
17628,21,Male,USA,Simulation,7.4231,1,Hard,2,121,40,1,Low
11833,33,Male,USA,Sports,9.4608,0,Easy,0,39,17,24,Low
21162,40,Male,Europe,RPG,3.6981,0,Medium,7,161,82,9,Medium
19499,16,Female,Other,Sports,11.5566,0,Medium,1,169,45,8,Low
9328,23,Male,Asia,RPG,11.5427,0,Easy,10,84,63,3,Medium
37049,23,Female,Europe,Sports,6.599,0,Easy,8,167,8,9,Medium
43818,39,Female,Europe,Sports,13.8499,0,Medium,10,141,43,20,High
28176,32,Male,USA,Strategy,9.7755,0,Medium,16,21,98,3,Medium
29289,37,Male,USA,Action,13.8098,0,Medium,0,179,47,49,Low
36301,46,Male,Other,RPG,19.7421,1,Hard,12,179,36,0,High
47139,23,Female,Europe,Simulation,14.8641,0,Easy,5,35,14,29,Low
28080,34,Female,USA,RPG,18.13,0,Hard,6,129,6,17,Medium
11950,25,Male,Europe,Action,22.7084,0,Easy,1,142,65,19,Low
25675,24,Male,Europe,Sports,2.5678,0,Easy,9,70,42,31,Medium
28294,30,Female,Europe,Strategy,6.331,0,Medium,14,45,89,49,Medium
30659,23,Male,Europe,RPG,4.4839,0,Easy,19,61,36,46,Medium
39195,15,Female,USA,RPG,3.9733,0,Easy,1,46,28,37,Low
27334,31,Male,USA,Sports,23.4899,1,Hard,14,92,29,25,Medium
31136,30,Female,Europe,Strategy,19.7914,1,Hard,17,43,42,35,Medium
25432,44,Female,Asia,Sports,22.7434,0,Easy,12,93,80,8,Medium
34269,41,Male,USA,Simulation,18.8519,0,Medium,10,104,25,30,Medium
39049,20,Male,Other,Action,9.2026,1,Easy,1,67,80,3,Low
32158,41,Male,Europe,Sports,18.2353,0,Hard,4,162,73,47,Medium
27975,46,Female,Europe,Sports,19.2105,0,Medium,13,61,99,36,Medium
31777,30,Female,USA,Sports,9.2482,1,Easy,8,146,93,47,Medium
30248,21,Male,USA,Sports,13.4666,0,Medium,11,160,48,46,High
33765,32,Male,Other,Strategy,17.478,1,Easy,1,12,42,8,Low
25517,40,Female,Asia,Action,7.8062,0,Easy,13,114,92,32,High
36567,23,Female,Europe,RPG,1.4801,0,Easy,14,135,55,22,High
27053,20,Male,Europe,Action,23.4295,0,Hard,16,41,61,42,Medium
45332,31,Male,Europe,Sports,9.6308,0,Medium,3,179,59,19,Medium
24389,47,Male,USA,RPG,13.5754,0,Medium,18,143,88,11,High
37897,31,Male,USA,Simulation,8.4255,0,Hard,5,93,92,2,Medium
10406,30,Male,Europe,RPG,11.872,0,Easy,13,66,57,11,Medium
27025,38,Male,USA,Simulation,1.0414,0,Medium,5,97,34,48,Medium
17916,37,Male,Asia,RPG,10.0539,1,Medium,5,163,27,0,Medium
16355,47,Male,USA,Strategy,16.0762,0,Hard,19,125,77,49,High
44188,35,Female,Asia,Simulation,2.8729,0,Easy,6,118,77,26,Medium
26627,31,Male,USA,Action,11.8891,0,Easy,5,13,76,36,Low
33198,40,Female,Europe,Simulation,21.5587,1,Hard,0,169,52,27,Low
36382,46,Female,Asia,Strategy,11.0824,0,Hard,6,43,10,46,Low
47678,36,Female,Europe,Action,16.2245,0,Medium,2,144,33,13,Low
31730,34,Female,USA,RPG,11.618,0,Medium,19,93,76,30,High
32142,35,Male,USA,Action,0.3726,0,Easy,4,138,36,11,Medium
14122,33,Male,Asia,RPG,22.6382,1,Medium,14,143,10,37,High
24110,19,Male,Other,Sports,11.9403,1,Hard,2,163,15,25,Low
23463,28,Male,USA,Strategy,5.7755,1,Medium,2,120,97,5,Low
9465,15,Female,Asia,Sports,18.5331,0,Hard,7,96,51,26,Medium
48673,27,Female,Europe,Action,7.0652,0,Medium,17,172,92,31,High
28965,43,Female,Asia,Sports,5.334,0,Hard,10,130,89,20,Medium
22279,22,Male,Europe,Strategy,6.8043,0,Easy,2,71,59,7,Low
28408,34,Female,USA,RPG,23.4516,0,Medium,4,80,48,0,Low
39553,48,Female,USA,Simulation,8.3772,0,Medium,14,176,26,34,High
11971,39,Male,Europe,Action,4.8408,0,Easy,3,157,80,26,Medium
43777,15,Male,USA,Simulation,12.5042,0,Medium,11,130,27,30,High
28875,30,Female,USA,Sports,7.3658,0,Easy,17,137,29,49,High
38150,38,Female,USA,Action,15.5388,0,Easy,19,170,69,5,High
15618,37,Male,USA,Sports,19.6144,0,Easy,2,167,4,8,Low
23211,42,Male,Europe,Strategy,12.3588,1,Easy,9,126,40,21,Medium
29909,23,Female,Europe,Simulation,3.566,0,Hard,10,175,64,27,High
43993,29,Female,USA,Action,6.4466,0,Easy,8,141,68,23,Medium
46992,15,Male,Asia,Action,15.4437,0,Easy,4,68,89,23,Medium
35613,38,Male,Asia,Strategy,10.9696,0,Hard,0,103,84,8,Low
28693,31,Male,Europe,Simulation,19.3572,0,Medium,8,103,15,18,Medium
43295,20,Male,Other,Action,8.6239,0,Easy,4,152,66,22,Medium
11726,29,Female,Europe,RPG,7.351,0,Easy,13,114,72,6,High
36885,31,Female,USA,Simulation,6.3697,0,Easy,8,138,98,26,Medium
23062,24,Male,Other,Strategy,2.0562,1,Easy,3,161,76,35,Medium
30453,25,Male,USA,Sports,6.194,0,Easy,18,172,21,5,High
24212,19,Male,Europe,Action,18.726,0,Hard,6,63,44,22,Medium
46083,37,Male,Europe,Sports,12.5858,0,Easy,19,152,97,3,High
35331,27,Male,USA,Strategy,19.2159,0,Medium,2,19,27,39,Low
31657,23,Male,Other,Strategy,15.4118,0,Hard,0,25,2,17,Low
10844,49,Male,Europe,RPG,22.9582,0,Medium,5,101,92,1,Medium
34669,46,Female,USA,Simulation,17.4897,0,Easy,15,111,52,38,High
35280,16,Male,USA,Simulation,23.4217,0,Easy,7,117,88,5,Medium
33290,32,Male,Other,Strategy,11.4012,0,Easy,12,59,27,49,Medium
16138,36,Male,USA,RPG,22.6031,1,Easy,2,123,73,23,Medium
18229,27,Male,USA,Strategy,9.5207,0,Medium,2,148,37,46,Medium
37161,39,Female,USA,Action,1.0361,0,Medium,6,176,70,35,Medium
25202,26,Male,USA,Strategy,17.0428,1,Medium,6,62,41,26,Medium
47657,20,Female,Asia,Simulation,20.9647,0,Easy,18,38,18,48,Medium
41968,44,Male,USA,RPG,19.0479,0,Easy,11,14,83,34,Medium
34167,28,Female,Europe,Strategy,0.1166,0,Hard,16,111,50,40,High
26456,19,Male,Europe,Sports,1.8732,0,Easy,8,29,87,40,Medium
45228,18,Male,USA,Action,8.0884,0,Easy,2,43,64,47,Medium
24081,47,Female,Europe,Action,18.461,0,Easy,0,89,13,38,Low
47231,49,Male,USA,RPG,11.6983,0,Easy,8,93,75,21,Medium
11016,24,Male,Europe,Action,11.9543,0,Easy,17,64,1,32,Medium
48223,39,Male,USA,Action,23.3234,0,Medium,12,125,1,31,High
20932,42,Male,USA,Action,4.5814,0,Easy,9,174,7,39,High
14857,49,Female,Europe,RPG,9.7404,0,Easy,0,85,65,23,Low
15015,30,Male,Asia,Sports,2.6384,0,Hard,10,117,71,26,Medium
31984,40,Male,USA,Action,7.4908,0,Easy,2,164,77,3,Low
34865,30,Female,Europe,Strategy,23.0474,0,Medium,8,143,40,7,Medium
13952,37,Male,Other,RPG,12.4064,1,Medium,11,136,76,19,High
11431,20,Female,Europe,RPG,23.2116,0,Hard,2,44,18,2,Low
12209,28,Male,USA,Action,22.5232,0,Medium,5,48,24,48,Low
44896,18,Male,Europe,Sports,5.7516,0,Medium,2,121,14,37,Low
23225,25,Male,USA,RPG,0.049,0,Hard,13,112,48,37,High
27361,24,Male,Europe,Action,16.4685,0,Easy,12,126,79,40,High
21044,17,Male,Europe,Strategy,4.4245,0,Easy,16,47,33,1,Medium
15612,35,Male,Europe,Strategy,1.8697,1,Easy,14,14,99,3,Low
14142,44,Female,USA,Simulation,14.455,0,Medium,3,21,61,23,Low
22668,43,Female,USA,Action,9.3653,0,Easy,7,57,71,39,Medium
36464,38,Female,Europe,Strategy,4.1092,0,Medium,2,81,10,39,Low
18540,47,Female,Europe,Strategy,4.3376,1,Medium,7,143,96,36,Medium
24097,49,Male,Other,Simulation,10.6236,0,Easy,15,62,49,6,Medium
11060,47,Male,Europe,Action,1.9692,1,Hard,16,124,23,23,High
40242,36,Male,Asia,Strategy,14.4209,1,Easy,5,106,87,23,Low
10005,48,Male,USA,Sports,1.0628,0,Medium,13,85,22,37,Medium
10692,37,Female,USA,Action,17.9341,0,Medium,10,22,66,39,Low
27147,17,Male,USA,RPG,17.6662,0,Easy,2,167,53,8,Low
9988,37,Male,Asia,RPG,19.8988,0,Medium,1,162,41,46,Low
27073,24,Female,USA,RPG,3.7823,0,Hard,5,154,91,22,Medium
13591,49,Male,USA,Simulation,5.8857,0,Easy,5,168,76,7,Medium
34973,49,Male,USA,Strategy,3.4699,0,Medium,11,72,92,27,Medium
23756,23,Male,Asia,Strategy,12.9636,1,Easy,12,114,88,23,High
32599,27,Male,Europe,Simulation,17.838,0,Easy,5,172,6,10,Medium
22816,20,Female,USA,Simulation,2.2675,0,Easy,3,109,82,21,Medium
9606,38,Male,Asia,Simulation,22.6591,0,Hard,1,164,8,6,Low
22303,46,Male,Asia,Simulation,7.1306,0,Easy,10,166,61,36,High
26377,49,Female,Other,Simulation,20.0134,1,Easy,10,108,2,48,Medium
45586,19,Female,Europe,Sports,2.6199,0,Easy,11,49,26,40,Medium
15354,29,Male,USA,Action,19.1145,0,Medium,10,144,90,0,Medium
29904,36,Female,USA,Strategy,6.0783,1,Easy,17,165,89,36,High
39483,40,Female,USA,Strategy,10.3501,0,Medium,12,22,8,33,Low
38343,17,Male,Europe,RPG,9.6442,0,Hard,12,57,38,11,Medium
27692,22,Male,Asia,RPG,6.7479,0,Easy,19,41,35,1,Medium
24873,21,Female,Asia,Sports,2.7019,1,Easy,16,99,7,12,High
44986,28,Female,USA,RPG,20.8011,0,Medium,1,59,34,34,Low
48817,19,Male,Europe,Strategy,5.6077,0,Hard,5,92,61,16,Medium
43740,28,Male,Asia,Action,22.4427,0,Medium,14,12,48,43,Low
34176,37,Male,Other,RPG,8.6707,0,Medium,3,151,94,1,Medium
45233,39,Male,Other,RPG,6.2138,0,Easy,1,17,61,15,Low
46697,37,Male,USA,RPG,17.5752,0,Easy,17,125,53,13,High
15899,40,Male,Asia,RPG,19.1116,0,Medium,19,140,71,41,High
47780,35,Male,USA,Simulation,22.7817,0,Hard,14,92,88,12,Medium
32344,15,Female,Europe,Sports,9.6,0,Easy,10,36,37,34,Medium
35058,16,Female,USA,RPG,2.2393,0,Hard,18,19,69,47,Medium
14455,35,Male,Europe,Action,6.5316,0,Hard,1,168,16,8,Low
33092,24,Male,USA,Sports,21.9557,0,Hard,8,46,8,21,Medium
29444,49,Male,Other,Strategy,9.8235,1,Hard,14,124,52,11,High
11263,42,Male,Europe,RPG,11.1958,0,Medium,2,74,63,45,Low
28253,35,Female,USA,Simulation,16.8149,0,Medium,1,24,32,25,Low
23264,45,Male,USA,Simulation,15.5897,0,Hard,16,118,13,17,High
23006,31,Female,USA,Strategy,1.6342,0,Hard,10,177,68,3,High
16274,33,Female,USA,RPG,22.826,0,Easy,12,137,15,5,High
44142,15,Female,Asia,Strategy,14.3973,0,Hard,10,95,84,18,Medium
11119,48,Female,Europe,RPG,8.7521,0,Easy,0,159,54,5,Low
42065,22,Male,Europe,Simulation,8.3545,0,Hard,4,45,24,18,Low
11121,21,Male,Other,Action,3.533,0,Hard,6,84,51,11,Medium
38527,42,Female,Asia,Simulation,17.9085,0,Easy,13,179,69,38,High
41063,19,Male,Asia,Simulation,1.0412,1,Easy,13,68,63,7,Medium
17065,37,Male,Asia,Action,8.0672,0,Easy,2,103,49,0,Low
29892,19,Male,Europe,Simulation,9.0386,0,Easy,19,71,16,19,High
35844,15,Male,USA,Action,19.095,0,Easy,14,137,28,36,High
9264,46,Male,Other,RPG,19.3144,0,Medium,14,100,95,36,High
30647,21,Male,USA,Action,1.8199,0,Easy,15,140,58,7,High
20587,20,Male,Asia,RPG,15.5568,0,Easy,3,151,54,37,Medium
23815,48,Male,USA,Action,9.0725,0,Easy,1,38,19,33,Low
24479,16,Male,USA,Strategy,21.3793,0,Easy,13,173,1,18,High
32123,49,Male,USA,Action,11.2237,1,Hard,9,117,27,45,Medium
12011,31,Female,Asia,RPG,19.972,0,Easy,12,82,10,33,Medium
14383,42,Male,Europe,RPG,2.5494,1,Easy,17,70,95,35,Medium
30764,17,Female,Europe,Strategy,3.9647,1,Hard,9,157,63,33,High
18439,48,Female,USA,Sports,2.5597,1,Medium,2,146,57,4,Low
31714,46,Male,Europe,Strategy,23.7331,0,Easy,6,61,77,33,Medium
40024,18,Male,USA,RPG,9.1198,0,Medium,7,107,11,9,Medium
26977,37,Male,USA,RPG,23.2556,0,Hard,7,78,24,38,Medium
44221,43,Male,USA,Action,18.3289,1,Easy,7,48,70,4,Low
11946,16,Male,USA,RPG,17.9102,1,Easy,7,169,87,48,Medium
11461,47,Male,USA,Strategy,5.2829,1,Hard,10,78,29,19,Medium
28580,26,Female,Europe,RPG,13.0853,0,Easy,6,168,83,23,Medium
26297,16,Female,Asia,Sports,15.7161,1,Medium,8,44,43,22,Medium
10212,43,Female,USA,Strategy,18.5713,0,Easy,0,144,27,14,Low
12357,19,Female,Europe,RPG,7.3451,1,Medium,10,160,13,39,High
42590,40,Male,USA,RPG,21.883,1,Easy,3,54,99,33,Medium
16864,39,Female,Europe,RPG,9.194,0,Easy,9,118,40,35,Medium
27442,37,Female,Other,Action,20.3102,0,Easy,13,87,70,20,Medium
46908,26,Female,USA,Simulation,19.2444,0,Medium,14,114,14,30,High
11285,15,Male,Other,Simulation,9.7292,0,Medium,9,112,88,18,Medium
25865,21,Female,USA,Sports,0.787,0,Hard,3,79,31,26,Low
17787,47,Female,USA,Sports,13.7414,0,Easy,18,143,10,32,High
12338,34,Male,Asia,RPG,20.5132,0,Medium,10,57,47,26,Medium
20853,29,Male,Asia,Sports,13.9382,0,Easy,14,61,24,6,Medium
45593,43,Female,USA,RPG,5.5151,0,Hard,18,129,87,4,High
27347,39,Male,USA,Action,17.9643,0,Easy,13,127,94,35,High
36470,30,Male,Europe,Simulation,2.3391,1,Easy,3,23,32,39,Low
18035,48,Male,USA,Action,16.2026,0,Medium,6,81,7,34,Medium
48805,36,Male,USA,RPG,6.9766,0,Easy,14,105,7,36,High
32492,49,Male,Asia,Simulation,9.534,1,Hard,13,170,26,0,High
41066,32,Male,Asia,Action,10.0222,1,Easy,0,20,63,15,Low
46352,30,Male,USA,Simulation,17.5342,1,Easy,2,51,55,13,Low
18121,45,Male,Europe,Action,17.5372,0,Hard,7,145,35,15,Medium
28960,38,Male,USA,Simulation,15.0846,1,Easy,5,11,17,14,Low
38768,23,Female,USA,Sports,16.443,1,Easy,14,117,79,23,High
42675,22,Female,USA,Action,17.4689,1,Easy,2,107,82,7,Low
26173,37,Male,USA,Strategy,6.7384,0,Easy,0,165,11,10,Low
26212,47,Female,Other,RPG,11.6062,0,Hard,4,131,46,35,Medium
47454,29,Female,Asia,Strategy,19.9348,0,Medium,6,27,99,38,Medium
31943,17,Male,USA,RPG,2.3601,0,Easy,8,60,86,20,Medium
16228,23,Female,USA,Action,6.8272,1,Hard,15,99,11,5,High
20523,30,Male,USA,Action,9.2757,0,Medium,2,61,20,5,Low
42812,42,Female,USA,Simulation,4.2411,0,Medium,19,70,81,15,High
31820,48,Male,Asia,Simulation,1.6767,0,Easy,6,89,95,28,Medium
46326,24,Male,Asia,Action,20.2583,0,Easy,12,142,10,34,High
36793,26,Female,USA,Action,1.6583,1,Hard,4,126,40,1,Medium
34881,36,Female,Asia,RPG,11.3592,1,Easy,8,16,93,45,Low
36414,29,Female,Asia,Simulation,2.5505,0,Easy,18,56,76,35,Medium
30759,29,Male,Asia,Strategy,11.6741,0,Easy,19,23,74,38,Medium
13227,33,Male,USA,Action,7.1475,1,Hard,14,122,66,19,High
44088,25,Female,Europe,RPG,15.1227,0,Easy,12,148,79,1,High
31961,35,Male,Europe,Simulation,0.3651,0,Easy,6,30,13,36,Low
13948,43,Male,Other,RPG,6.7994,0,Easy,9,161,55,4,High
40598,41,Male,USA,Strategy,4.1951,0,Hard,0,56,83,9,High
14773,43,Male,Asia,RPG,13.9141,0,Hard,19,23,93,19,Medium
30949,33,Female,Other,Sports,23.2153,1,Medium,8,150,14,12,Medium
27735,44,Male,USA,Sports,12.6022,0,Medium,14,168,74,1,High
47610,49,Male,Asia,Sports,7.7061,0,Easy,6,21,92,35,Low
17858,37,Female,USA,Sports,9.1844,0,Easy,14,150,5,4,High
11814,40,Male,USA,Simulation,5.5165,0,Hard,1,157,21,44,Low
30334,42,Female,USA,Action,13.1877,0,Medium,19,81,28,26,High
27284,45,Female,Europe,RPG,5.2409,0,Easy,10,177,16,7,High
11203,43,Female,Asia,Simulation,4.9205,0,Hard,6,26,27,41,Low
47081,24,Female,Asia,RPG,13.4164,0,Easy,7,16,28,17,Low
44436,37,Female,Asia,RPG,19.7783,0,Easy,11,119,81,25,Medium
36557,49,Female,USA,RPG,19.3717,0,Easy,11,39,46,28,Medium
15706,25,Male,Asia,Action,13.4176,0,Medium,13,176,42,23,High
25715,28,Male,USA,Sports,2.1487,0,Medium,0,116,21,24,Low
22791,45,Female,USA,Strategy,21.8876,0,Medium,5,130,24,30,Medium
21999,21,Male,USA,Simulation,3.2652,1,Hard,17,153,8,30,High
45896,43,Female,USA,Action,1.0543,0,Easy,18,122,56,2,High
22802,37,Male,USA,Strategy,19.0148,0,Easy,6,147,32,18,Medium
22168,34,Male,USA,RPG,0.7268,0,Medium,12,49,10,16,High
41806,24,Female,Europe,Strategy,20.7721,1,Easy,4,155,21,40,Medium
47229,44,Male,Europe,Strategy,8.0538,0,Easy,17,153,43,28,High
28982,26,Female,Europe,Action,18.8003,0,Easy,2,175,81,43,Medium
16384,35,Male,Europe,Strategy,19.5953,0,Easy,19,177,32,0,High
17502,16,Female,USA,Strategy,7.7529,0,Easy,2,72,17,17,Low
16813,38,Male,USA,RPG,16.375,0,Easy,6,104,21,26,Medium
31310,26,Male,USA,RPG,12.2262,0,Hard,6,148,1,34,Medium
28376,16,Female,USA,Simulation,7.906,0,Easy,5,44,86,4,High
25461,35,Male,USA,Action,1.9091,0,Easy,14,81,18,47,Medium
44968,47,Male,Asia,RPG,2.3884,0,Medium,1,17,84,37,Low
34126,49,Female,USA,Strategy,0.6634,0,Hard,10,139,91,7,Medium
22187,45,Female,USA,RPG,4.0339,0,Medium,10,97,77,29,Medium
13245,38,Male,USA,RPG,19.4647,0,Medium,9,173,63,2,High
10083,32,Female,Europe,Action,6.3377,0,Hard,13,8,24,1,Low
27211,36,Male,Asia,Strategy,17.082,1,Medium,14,49,36,25,Medium
16562,35,Male,Asia,Sports,1.4277,0,Easy,4,105,83,1,Medium
38997,46,Male,USA,Sports,18.2228,1,Hard,13,157,63,31,High
35983,22,Male,USA,Sports,0.4897,0,Medium,4,168,57,20,Medium
19291,25,Female,USA,Action,1.6033,0,Easy,10,124,68,30,Medium
25349,41,Female,USA,RPG,21.6809,1,Medium,3,79,24,22,Low
30913,41,Female,Other,Simulation,7.2639,0,Easy,5,21,87,30,Low
13779,25,Male,Other,Strategy,9.3043,0,Easy,1,146,42,37,Low
27372,45,Female,USA,Simulation,7.7615,0,Medium,0,173,34,34,Low
32134,47,Female,USA,RPG,14.9875,0,Easy,19,26,12,11,Medium
18183,39,Female,USA,Action,15.356,1,Easy,16,33,61,6,Medium
31066,44,Male,Asia,Action,6.5361,0,Easy,12,154,40,33,High
12431,25,Male,USA,RPG,18.6184,1,Medium,3,95,81,47,Medium
25018,16,Female,USA,RPG,8.4212,0,Easy,19,126,44,29,High
24872,27,Male,Asia,Action,7.4176,0,Hard,3,87,63,16,Low
17909,30,Female,Asia,Action,17.4969,0,Easy,8,54,35,18,Medium
30665,37,Female,USA,Simulation,2.6199,0,Easy,12,49,58,38,Medium
19467,49,Male,USA,Action,4.0177,0,Hard,11,26,83,27,Medium
42730,48,Male,Europe,Action,6.7936,0,Easy,0,121,98,23,Low
25237,47,Male,Europe,Simulation,2.6821,0,Medium,15,44,44,41,Medium
42351,33,Male,Other,Action,9.5949,0,Easy,16,126,48,27,High
41061,15,Female,USA,RPG,13.0218,0,Easy,10,104,17,46,Medium
12142,40,Female,USA,RPG,10.9646,0,Easy,8,33,73,14,Low
47112,19,Male,Europe,RPG,5.4963,1,Easy,12,49,10,36,Medium
45529,20,Male,USA,RPG,15.1775,0,Easy,3,137,66,24,Medium
40798,19,Female,Asia,Strategy,20.023,1,Medium,15,138,47,24,High
17919,30,Male,Asia,RPG,2.6648,1,Easy,15,94,41,41,High
32538,32,Male,USA,Sports,8.5175,0,Medium,1,57,43,36,Low
15115,40,Male,Asia,Sports,11.8704,0,Easy,2,26,24,18,Low
43752,44,Female,USA,Strategy,10.4209,1,Medium,3,143,99,17,Medium
27410,48,Female,USA,RPG,14.5066,1,Easy,6,28,42,42,Low
13203,17,Male,Europe,Simulation,16.0245,0,Easy,13,126,34,5,High
41338,23,Male,Asia,RPG,22.4273,0,Easy,17,160,65,3,High
18772,26,Male,USA,Strategy,7.3238,0,Easy,10,163,11,8,High
33702,42,Female,Europe,Strategy,17.3722,0,Easy,5,119,80,3,Medium
21166,27,Female,Europe,Action,6.3698,1,Hard,12,158,99,0,High
11586,29,Female,USA,Simulation,11.2243,0,Medium,16,19,75,22,Medium
36853,19,Female,USA,RPG,5.3681,1,Hard,13,138,80,35,High
